scenario,sweep_param,sweep_value,depth_rel,A,aPAR,Rd,Ps,Kn
Uniform,LAI,0.5,0.407142857142857,10.5342234736109,843.942100301582,0.696727771913023,0.876373332440611,1.84334735534142
Uniform,LAI,0.5,0.421428571428571,10.4442406694536,840.076655335116,0.690386721258706,0.872073138268871,1.84582016147533
Uniform,LAI,0.5,0.435714285714286,10.3550494519866,836.239502117899,0.68410338170049,0.8677940443169,1.84831019768833
Uniform,LAI,0.5,0.45,10.26664571594,832.430514000444,0.67787722799882,0.863535947050008,1.8508182652294
Uniform,LAI,0.5,0.464285714285714,10.1790238522996,828.649565395753,0.671707739694449,0.859298743441528,1.85334442613301
Uniform,LAI,0.5,0.478571428571429,10.0921787213373,824.896531774638,0.665594401064922,0.855082330970326,1.85588898873145
Uniform,LAI,0.5,0.492857142857143,10.006104316067,821.171289661099,0.659536701081479,0.85088660761832,1.85845179494181
Uniform,LAI,0.5,0.507142857142857,9.9207955556933,817.473716627736,0.653534133366321,0.846711471868008,1.86103312757508
Uniform,LAI,0.5,0.521428571428571,9.83624811664037,813.80369129121,0.647586196150295,0.842556822700019,1.86363368353857
Uniform,LAI,0.5,0.535714285714286,9.75245624223525,810.161093307747,0.641692392230938,0.83842255959066,1.8662534282967
Uniform,LAI,0.5,0.55,9.66941448114325,806.545803368679,0.635852228930926,0.834308582509492,1.86889246881525
Uniform,LAI,0.5,0.564285714285714,9.5871172927851,802.957703196038,0.630065218056878,0.830214791916904,1.87155083204583
Uniform,LAI,0.5,0.578571428571429,9.50556033384094,799.396675538185,0.62433087585856,0.826141088761707,1.87422919437662
Uniform,LAI,0.5,0.592857142857143,9.424738119068,795.862604165485,0.618648722988431,0.822087374478737,1.87692764788626
Uniform,LAI,0.5,0.607142857142857,9.34464457912278,792.355373866022,0.613018284461591,0.818053550986471,1.87964595383257
Uniform,LAI,0.5,0.621428571428571,9.26527432506974,788.874870441358,0.607439089616065,0.814039520684651,1.8823842113215
Uniform,LAI,0.5,0.635714285714286,9.18662160618205,785.420980702336,0.601910672073454,0.810045186451926,1.88514230439463
Uniform,LAI,0.5,0.65,9.10868171416106,781.99359246492,0.596432569699966,0.806070451643501,1.88792069134487
Uniform,LAI,0.5,0.664285714285714,9.03144908212877,778.592594546081,0.591004324567771,0.802115220088798,1.8907193623694
Uniform,LAI,0.5,0.678571428571429,8.954918122663,775.217876759722,0.585625482916727,0.798179396089128,1.89353828790412
Uniform,LAI,0.5,0.692857142857143,8.87908270392628,771.869329912645,0.580295595116451,0.794262884415379,1.89637711813719
Uniform,LAI,0.5,0.707142857142857,8.80393760658998,768.546845800563,0.575014215628725,0.790365590305709,1.8992359877144
Uniform,LAI,0.5,0.721428571428571,8.72947652101715,765.250317204144,0.569780902970264,0.786487419463254,1.90211441239643
Uniform,LAI,0.5,0.735714285714286,8.65569460988029,761.979637885105,0.564595219675801,0.782628278053845,1.90501271535145
Uniform,LAI,0.5,0.75,8.58258558974645,758.734702582343,0.559456732261529,0.778788072703741,1.90793038962044
Uniform,LAI,0.5,0.764285714285714,8.510144439763,755.515407008107,0.554365011188851,0.774966710497368,1.91086762830108
Uniform,LAI,0.5,0.778571428571429,8.43836554487467,752.321647844208,0.549319630828487,0.77116409897507,1.91382428848647
Uniform,LAI,0.5,0.792857142857143,8.36724290607194,749.153322738273,0.544320169424891,0.767380146130872,1.91679995268684
Uniform,LAI,0.5,0.807142857142857,8.29677122427647,746.010330300041,0.539366209060985,0.763614760410255,1.91979463459897
Uniform,LAI,0.5,0.821428571428571,8.22694500465407,742.892570097689,0.534457335623239,0.759867850707941,1.9228081892093
